Regions;Year;Technology;Electricity Installed Capacity (MW);log_expol;area_potential;tech_potential
CZE;2060;Onshore wind energy;;6426.971630544704;44650.77121787913;52911.16389318677
CZE;2060;Solar photovoltaic;;53984.27376964464;119026.46379515472;141046.35959725833
DEU;2000;Onshore wind energy;6095.0;;201730.46279717298;178531.4595754981
DEU;2000;Solar photovoltaic;114.0;;411300.05833219335;364000.5516239911
DEU;2001;Onshore wind energy;8754.0;;201730.46279717298;179540.11188948396
DEU;2001;Solar photovoltaic;195.0;;411300.05833219335;366057.05191565206
DEU;2002;Onshore wind energy;12001.0;;201730.46279717298;180548.76420346982
DEU;2002;Solar photovoltaic;260.0;;411300.05833219335;368113.55220731307
DEU;2003;Onshore wind energy;14381.0;;201730.46279717298;181557.41651745568
DEU;2003;Solar photovoltaic;435.0;;411300.05833219335;370170.052498974
DEU;2004;Onshore wind energy;16419.0;;201730.46279717298;182566.06883144155
DEU;2004;Solar photovoltaic;1105.0;;411300.05833219335;372226.552790635
DEU;2005;Onshore wind energy;18248.0;;201730.46279717298;183574.7211454274
DEU;2005;Solar photovoltaic;2056.0;;411300.05833219335;374283.0530822959
DEU;2006;Onshore wind energy;20474.0;;201730.46279717298;184583.37345941327
DEU;2006;Solar photovoltaic;2899.0;;411300.05833219335;376339.55337395694
DEU;2007;Onshore wind energy;22116.0;;201730.46279717298;185592.02577339913
DEU;2007;Solar photovoltaic;4170.0;;411300.05833219335;378396.0536656179
DEU;2008;Onshore wind energy;22794.0;;201730.46279717298;186600.678087385
DEU;2008;Solar photovoltaic;6120.0;;411300.05833219335;380452.55395727884
DEU;2009;Offshore wind energy;35.0;;82973.92468343915;77165.74995559841
DEU;2009;Onshore wind energy;25697.0;;201730.46279717298;187609.33040137088
DEU;2009;Solar photovoltaic;10564.0;;411300.05833219335;382509.0542489398
DEU;2010;Offshore wind energy;80.0;;82973.92468343915;77580.6195790156
DEU;2010;Onshore wind energy;26823.0;;201730.46279717298;188617.98271535675
DEU;2010;Solar photovoltaic;18004.0;;411300.05833219335;384565.5545406008
DEU;2011;Offshore wind energy;188.0;;82973.92468343915;77995.4892024328
DEU;2011;Onshore wind energy;28524.0;;201730.46279717298;189626.6350293426
DEU;2011;Solar photovoltaic;25914.0;;411300.05833219335;386622.05483226175
DEU;2012;Offshore wind energy;268.0;;82973.92468343915;78410.35882585
DEU;2012;Onshore wind energy;30711.0;;201730.46279717298;190635.28734332847
DEU;2012;Solar photovoltaic;34075.0;;411300.05833219335;388678.5551239227
DEU;2013;Offshore wind energy;508.0;;82973.92468343915;78825.22844926719
DEU;2013;Onshore wind energy;32969.0;;201730.46279717298;191643.93965731433
DEU;2013;Solar photovoltaic;36708.0;;411300.05833219335;390735.05541558366
DEU;2014;Offshore wind energy;994.0;;82973.92468343915;79240.09807268438
DEU;2014;Onshore wind energy;37620.0;;201730.46279717298;192652.5919713002
DEU;2014;Solar photovoltaic;37898.0;;411300.05833219335;392791.55570724467
DEU;2015;Offshore wind energy;3283.0;;82973.92468343915;79654.96769610158
DEU;2015;Onshore wind energy;41297.0;;201730.46279717298;193661.24428528605
DEU;2015;Solar photovoltaic;39222.0;;411300.05833219335;394848.0559989056
DEU;2016;Offshore wind energy;4132.0;;82973.92468343915;80069.83731951879
DEU;2016;Onshore wind energy;45303.0;;201730.46279717298;194669.89659927192
DEU;2016;Solar photovoltaic;40677.0;;411300.05833219335;396904.5562905666
DEU;2017;Offshore wind energy;5406.0;;82973.92468343915;80484.70694293598
DEU;2017;Onshore wind energy;50174.0;;201730.46279717298;195678.54891325778
DEU;2017;Solar photovoltaic;42291.0;;411300.05833219335;398961.0565822275
DEU;2018;Offshore wind energy;6393.0;;82973.92468343915;80899.57656635318
DEU;2018;Onshore wind energy;52328.0;;201730.46279717298;196687.20122724364
DEU;2018;Solar photovoltaic;45156.0;;411300.05833219335;401017.55687388853
DEU;2019;Offshore wind energy;7555.0;;82973.92468343915;81314.44618977037
DEU;2019;Onshore wind energy;53187.0;;201730.46279717298;197695.85354122953
DEU;2019;Solar photovoltaic;48912.0;;411300.05833219335;403074.0571655495
DEU;2020;Offshore wind energy;7787.0;;82973.92468343915;81729.31581318757
DEU;2020;Onshore wind energy;54414.0;;201730.46279717298;198704.5058552154
DEU;2020;Solar photovoltaic;53669.0;;411300.05833219335;405130.55745721044
DEU;2021;Offshore wind energy;7807.0;;82973.92468343915;82144.18543660476
DEU;2021;Onshore wind energy;55904.0;;201730.46279717298;199713.15816920126
DEU;2021;Solar photovoltaic;60036.0;;411300.05833219335;407187.0577488714
DEU;2022;Offshore wind energy;8149.0;;82973.92468343915;82559.05506002196
DEU;2022;Onshore wind energy;58014.0;;201730.46279717298;200721.81048318712
DEU;2022;Solar photovoltaic;67477.0;;411300.05833219335;409243.5580405324
DEU;2023;Offshore wind energy;8407.0;10219.90119809156;82973.92468343915;82973.92468343915
DEU;2023;Onshore wind energy;61052.0;66015.37134186686;201730.46279717298;201730.46279717298
DEU;2023;Solar photovoltaic;81737.0;80108.69668321917;411300.05833219335;411300.05833219335
DEU;2024;Offshore wind energy;;11891.683513463126;82973.92468343915;83388.79430685635
DEU;2024;Onshore wind energy;;70273.48169678841;201730.46279717298;202739.11511115884
DEU;2024;Solar photovoltaic;;89350.52058472863;411300.05833219335;413356.5586238543
DEU;2025;Offshore wind energy;;13795.052446214559;82973.92468343915;83803.66393027354
DEU;2025;Onshore wind energy;;74690.87698608298;201730.46279717298;203747.7674251447
DEU;2025;Solar photovoltaic;;99404.39074862648;411300.05833219335;415413.0589155153
DEU;2026;Offshore wind energy;;15948.108900813637;82973.92468343915;84218.53355369074
DEU;2026;Onshore wind energy;;79259.13900742005;201730.46279717298;204756.41973913056
DEU;2026;Solar photovoltaic;;110283.58530472056;411300.05833219335;417469.55920717627
DEU;2027;Offshore wind energy;;18365.849309202422;82973.92468343915;84633.40317710793
DEU;2027;Onshore wind energy;;83968.09475306723;201730.46279717298;205765.07205311643
DEU;2027;Solar photovoltaic;;121988.24646643152;411300.05833219335;419526.0594988372
DEU;2028;Offshore wind energy;;21058.60296306005;82973.92468343915;85048.27280052513
DEU;2028;Onshore wind energy;;88805.8476963138;201730.46279717298;206773.72436710232
DEU;2028;Solar photovoltaic;;134503.23261183308;411300.05833219335;421582.55979049817
DEU;2029;Offshore wind energy;;24030.353561043197;82973.92468343915;85463.14242394232
DEU;2029;Onshore wind energy;;93758.84989807302;201730.46279717298;207782.37668108818
DEU;2029;Solar photovoltaic;;147796.31418670827;411300.05833219335;423639.0600821592
DEU;2030;Offshore wind energy;;27277.093347895814;82973.92468343915;85878.01204735952
DEU;2030;Onshore wind energy;;98812.01606978566;201730.46279717298;208791.02899507404
DEU;2030;Solar photovoltaic;;161816.91224612534;411300.05833219335;425695.56037382013
DEU;2031;Offshore wind energy;;30785.410641234717;82973.92468343915;86292.88167077673
DEU;2031;Onshore wind energy;;103948.87905566714;201730.46279717298;209799.6813090599
DEU;2031;Solar photovoltaic;;176495.5730176843;411300.05833219335;427752.0606654811
DEU;2032;Offshore wind energy;;34531.54524440026;82973.92468343915;86707.75129419392
DEU;2032;Onshore wind energy;;109151.78439538804;201730.46279717298;210808.33362304576
DEU;2032;Solar photovoltaic;;191744.3411792337;411300.05833219335;429808.56095714204
DEU;2033;Offshore wind energy;;38481.14415425043;82973.92468343915;87122.62091761112
DEU;2033;Onshore wind energy;;114402.11980814696;201730.46279717298;211816.98593703163
DEU;2033;Solar photovoltaic;;207458.13678235718;411300.05833219335;431865.06124880305
DEU;2034;Offshore wind energy;;42589.89850947726;82973.92468343915;87537.49054102831
DEU;2034;Onshore wind energy;;119680.57372431351;201730.46279717298;212825.6382510175
DEU;2034;Solar photovoltaic;;223517.15881954628;411300.05833219335;433921.561540464
DEU;2035;Offshore wind energy;;46805.13872216582;82973.92468343915;87952.3601644455
DEU;2035;Onshore wind energy;;124967.41550598152;201730.46279717298;213834.29056500335
DEU;2035;Solar photovoltaic;;239790.24056431363;411300.05833219335;435978.06183212495
DEU;2036;Offshore wind energy;;51068.32091519647;82973.92468343915;88367.2297878627
DEU;2036;Onshore wind energy;;130242.78885668864;201730.46279717298;214842.9428789892
DEU;2036;Solar photovoltaic;;256138.98092218555;411300.05833219335;438034.5621237859
DEU;2037;Offshore wind energy;;55318.18318370895;82973.92468343915;88782.0994112799
DEU;2037;Onshore wind energy;;135487.00921361233;201730.46279717298;215851.59519297507
DEU;2037;Solar photovoltaic;;272422.387614131;411300.05833219335;440091.0624154469
DEU;2038;Offshore wind energy;;59494.223348306;82973.92468343915;89196.96903469709
DEU;2038;Onshore wind energy;;140680.85570021867;201730.46279717298;216860.24750696096
DEU;2038;Solar photovoltaic;;288501.7069861099;411300.05833219335;442147.56270710786
DEU;2039;Offshore wind energy;;63540.08612646569;82973.92468343915;89611.83865811428
DEU;2039;Onshore wind energy;;145805.84851127438;201730.46279717298;217868.89982094683
DEU;2039;Solar photovoltaic;;304245.0924837057;411300.05833219335;444204.0629987688
DEU;2040;Offshore wind energy;;67406.46578553069;82973.92468343915;90026.70828153148
DEU;2040;Onshore wind energy;;150844.50338115037;201730.46279717298;218877.5521349327
DEU;2040;Solar photovoltaic;;319531.7835172005;411300.05833219335;446260.56329042977
DEU;2041;Offshore wind energy;;71053.22495335901;82973.92468343915;90441.57790494867
DEU;2041;Onshore wind energy;;155780.55598754185;201730.46279717298;219886.20444891855
DEU;2041;Solar photovoltaic;;334255.5249608398;411300.05833219335;448317.0635820908
DEU;2042;Offshore wind energy;;74450.57398926024;82973.92468343915;90856.44752836587
DEU;2042;Onshore wind energy;;160599.1506711149;201730.46279717298;220894.8567629044
DEU;2042;Solar photovoltaic;;348327.04441275337;411300.05833219335;450373.56387375173
DEU;2043;Offshore wind energy;;77579.30966867438;82973.92468343915;91271.31715178306
DEU;2043;Onshore wind energy;;165286.98959108492;201730.46279717298;221903.50907689027
DEU;2043;Solar photovoltaic;;361675.50485797104;411300.05833219335;452430.0641654127
DEU;2044;Offshore wind energy;;80430.2411937923;82973.92468343915;91686.18677520026
DEU;2044;Onshore wind energy;;169832.44026186987;201730.46279717298;222912.16139087614
DEU;2044;Solar photovoltaic;;374248.9489537773;411300.05833219335;454486.56445707363
DEU;2045;Offshore wind energy;;83003.01334302616;82973.92468343915;92101.05639861745
DEU;2045;Onshore wind energy;;174225.60120477682;201730.46279717298;223920.813704862
DEU;2045;Solar photovoltaic;;386013.83460508427;411300.05833219335;456543.06474873464
DEU;2046;Offshore wind energy;;85304.5654979667;82973.92468343915;92515.92602203466
DEU;2046;Onshore wind energy;;178458.32709300116;201730.46279717298;224929.46601884786
DEU;2046;Solar photovoltaic;;396953.8211966659;411300.05833219335;458599.5650403956
DEU;2047;Offshore wind energy;;87347.44985274163;82973.92468343915;92930.79564545186
DEU;2047;Onshore wind energy;;182524.2161823741;201730.46279717298;225938.11833283375
DEU;2047;Solar photovoltaic;;407067.99851625576;411300.05833219335;460656.06533205655
DEU;2048;Offshore wind energy;;89148.18822632411;82973.92468343915;93345.66526886905
DEU;2048;Onshore wind energy;;186418.563945483;201730.46279717298;226946.7706468196
DEU;2048;Solar photovoltaic;;416368.7575475437;411300.05833219335;462712.5656237175
DEU;2049;Offshore wind energy;;90725.79130458247;82973.92468343915;93760.53489228625
DEU;2049;Onshore wind energy;;190138.2876330021;201730.46279717298;227955.42296080547
DEU;2049;Solar photovoltaic;;424879.4888306656;411300.05833219335;464769.0659153785
DEU;2050;Offshore wind energy;;92100.51003442048;82973.92468343915;94175.40451570344
DEU;2050;Onshore wind energy;;193681.82696998504;201730.46279717298;228964.07527479134
DEU;2050;Solar photovoltaic;;432632.26654814003;411300.05833219335;466825.56620703946
DEU;2051;Offshore wind energy;;93292.84425782795;82973.92468343915;94590.27413912064
DEU;2051;Onshore wind energy;;197049.02637605582;201730.46279717298;229972.7275887772
DEU;2051;Solar photovoltaic;;439665.6415965996;411300.05833219335;468882.0664987004
DEU;2052;Offshore wind energy;;94322.80164601264;82973.92468343915;95005.14376253783
DEU;2052;Onshore wind energy;;200241.00401394465;201730.46279717298;230981.37990276306
DEU;2052;Solar photovoltaic;;446022.6303904241;411300.05833219335;470938.56679036136
DEU;2053;Offshore wind energy;;95209.3802631428;82973.92468343915;95420.01338595503
DEU;2053;Onshore wind energy;;203260.01266860095;201730.46279717298;231990.03221674892
DEU;2053;Solar photovoltaic;;451748.95222928916;411300.05833219335;472995.0670820224
DEU;2054;Offshore wind energy;;95834.88300937222;82973.92468343915;95834.88300937222
DEU;2054;Onshore wind energy;;206109.29699287028;201730.46279717298;232998.68453073478
DEU;2054;Solar photovoltaic;;456891.5393308805;411300.05833219335;475051.5673736833
DEU;2055;Offshore wind energy;;96249.75263278942;82973.92468343915;96249.75263278942
DEU;2055;Onshore wind energy;;208792.95107896664;201730.46279717298;234007.33684472064
DEU;2055;Solar photovoltaic;;461497.3212277649;411300.05833219335;477108.0676653443
DEU;2056;Offshore wind energy;;96664.62225620661;82973.92468343915;96664.62225620661
DEU;2056;Onshore wind energy;;211315.7796775848;201730.46279717298;235015.9891587065
DEU;2056;Solar photovoltaic;;465612.2692137295;411300.05833219335;479164.56795700523
DEU;2057;Offshore wind energy;;97079.4918796238;82973.92468343915;97079.4918796238
DEU;2057;Onshore wind energy;;213683.16573166792;201730.46279717298;236024.64147269237
DEU;2057;Solar photovoltaic;;469280.6762573629;411300.05833219335;481221.06824866624
DEU;2058;Offshore wind energy;;97494.361503041;82973.92468343915;97494.361503041
DEU;2058;Onshore wind energy;;215900.94625462062;201730.46279717298;237033.29378667826
DEU;2058;Solar photovoltaic;;472544.6422717063;411300.05833219335;483277.5685403272
DEU;2059;Offshore wind energy;;97909.2311264582;82973.92468343915;97909.2311264582
DEU;2059;Onshore wind energy;;217975.29798943558;201730.46279717298;238041.94610066412
DEU;2059;Solar photovoltaic;;475443.7327209476;411300.05833219335;485334.06883198814
DEU;2060;Offshore wind energy;;98324.10074987539;82973.92468343915;98324.10074987539
DEU;2060;Onshore wind energy;;219912.633753848;201730.46279717298;239050.59841464998
DEU;2060;Solar photovoltaic;;478014.7791991039;411300.05833219335;487390.56912364915
DNK;2000;Offshore wind energy;49.95;;819421.6601524331;725188.1692349033
DNK;2000;Onshore wind energy;2340.065;;32014.769887621504;28333.07135054503
DNK;2000;Solar photovoltaic;1.0;;44933.12918423215;39765.81932804545
DNK;2001;Offshore wind energy;49.95;;819421.6601524331;729285.2775356654
DNK;2001;Onshore wind energy;2447.203;;32014.769887621504;28493.145199983137
DNK;2001;Solar photovoltaic;1.0;;44933.12918423215;39990.48497396662
DNK;2002;Offshore wind energy;213.95;;819421.6601524331;733382.3858364276
DNK;2002;Onshore wind energy;2680.581;;32014.769887621504;28653.219049421245
DNK;2002;Solar photovoltaic;2.0;;44933.12918423215;40215.150619887776
DNK;2003;Offshore wind energy;423.35;;819421.6601524331;737479.4941371898
DNK;2003;Onshore wind energy;2696.566;;32014.769887621504;28813.292898859352
DNK;2003;Solar photovoltaic;2.0;;44933.12918423215;40439.816265808935
DNK;2004;Offshore wind energy;423.35;;819421.6601524331;741576.602437952
DNK;2004;Onshore wind energy;2700.362;;32014.769887621504;28973.36674829746
DNK;2004;Solar photovoltaic;2.0;;44933.12918423215;40664.481911730094
DNK;2005;Offshore wind energy;423.35;;819421.6601524331;745673.7107387141
DNK;2005;Onshore wind energy;2704.486;;32014.769887621504;29133.440597735567
DNK;2005;Solar photovoltaic;3.0;;44933.12918423215;40889.14755765126
DNK;2006;Offshore wind energy;423.35;;819421.6601524331;749770.8190394763
DNK;2006;Onshore wind energy;2712.346;;32014.769887621504;29293.514447173675
DNK;2006;Solar photovoltaic;3.0;;44933.12918423215;41113.81320357242
DNK;2007;Offshore wind energy;423.35;;819421.6601524331;753867.9273402385
DNK;2007;Onshore wind energy;2700.864;;32014.769887621504;29453.588296611782
DNK;2007;Solar photovoltaic;3.0;;44933.12918423215;41338.47884949358
DNK;2008;Offshore wind energy;423.35;;819421.6601524331;757965.0356410006
DNK;2008;Onshore wind energy;2739.52;;32014.769887621504;29613.66214604989
DNK;2008;Solar photovoltaic;3.0;;44933.12918423215;41563.14449541474
DNK;2009;Offshore wind energy;660.85;;819421.6601524331;762062.1439417627
DNK;2009;Onshore wind energy;2821.237;;32014.769887621504;29773.735995487998
DNK;2009;Solar photovoltaic;5.0;;44933.12918423215;41787.8101413359
DNK;2010;Offshore wind energy;867.85;;819421.6601524331;766159.2522425249
DNK;2010;Onshore wind energy;2933.979;;32014.769887621504;29933.809844926105
DNK;2010;Solar photovoltaic;7.0;;44933.12918423215;42012.47578725706
DNK;2011;Offshore wind energy;871.45;;819421.6601524331;770256.3605432871
DNK;2011;Onshore wind energy;3080.531;;32014.769887621504;30093.883694364213
DNK;2011;Solar photovoltaic;17.0;;44933.12918423215;42237.14143317822
DNK;2012;Offshore wind energy;921.85;;819421.6601524331;774353.4688440493
DNK;2012;Onshore wind energy;3240.091;;32014.769887621504;30253.95754380232
DNK;2012;Solar photovoltaic;402.0;;44933.12918423215;42461.80707909938
DNK;2013;Offshore wind energy;1271.05;;819421.6601524331;778450.5771448114
DNK;2013;Onshore wind energy;3547.873;;32014.769887621504;30414.031393240428
DNK;2013;Solar photovoltaic;571.0;;44933.12918423215;42686.47272502055
DNK;2014;Offshore wind energy;1271.05;;819421.6601524331;782547.6854455736
DNK;2014;Onshore wind energy;3615.353;;32014.769887621504;30574.105242678535
DNK;2014;Solar photovoltaic;607.0;;44933.12918423215;42911.138370941706
DNK;2015;Offshore wind energy;1271.05;;819421.6601524331;786644.7937463358
DNK;2015;Onshore wind energy;3805.916;;32014.769887621504;30734.179092116643
DNK;2015;Solar photovoltaic;782.108;;44933.12918423215;43135.804016862865
DNK;2016;Offshore wind energy;1271.05;;819421.6601524331;790741.9020470979
DNK;2016;Onshore wind energy;3974.092;;32014.769887621504;30894.25294155475
DNK;2016;Solar photovoltaic;850.953;;44933.12918423215;43360.469662784024
DNK;2017;Offshore wind energy;1263.8;;819421.6601524331;794839.01034786
DNK;2017;Onshore wind energy;4225.149;;32014.769887621504;31054.326790992858
DNK;2017;Solar photovoltaic;906.35;;44933.12918423215;43585.13530870519
DNK;2018;Offshore wind energy;1700.8;;819421.6601524331;798936.1186486223
DNK;2018;Onshore wind energy;4421.86;;32014.769887621504;31214.400640430966
DNK;2018;Solar photovoltaic;998.0;;44933.12918423215;43809.80095462635
DNK;2019;Offshore wind energy;1700.8;;819421.6601524331;803033.2269493844
DNK;2019;Onshore wind energy;4409.743;;32014.769887621504;31374.474489869073
DNK;2019;Solar photovoltaic;1080.0;;44933.12918423215;44034.46660054751
DNK;2020;Offshore wind energy;1700.9;;819421.6601524331;807130.3352501466
DNK;2020;Onshore wind energy;4557.637;;32014.769887621504;31534.54833930718
DNK;2020;Solar photovoltaic;1304.294;;44933.12918423215;44259.13224646867
DNK;2021;Offshore wind energy;2305.7;;819421.6601524331;811227.4435509087
DNK;2021;Onshore wind energy;4698.248;;32014.769887621504;31694.62218874529
DNK;2021;Solar photovoltaic;1704.041;;44933.12918423215;44483.79789238983
DNK;2022;Offshore wind energy;2305.7;;819421.6601524331;815324.551851671
DNK;2022;Onshore wind energy;4778.118;;32014.769887621504;31854.696038183396
DNK;2022;Solar photovoltaic;3069.9;;44933.12918423215;44708.46353831099
DNK;2023;Offshore wind energy;2649.7;2626.217294168853;819421.6601524331;819421.6601524331
DNK;2023;Onshore wind energy;4832.118;4955.0309072431555;32014.769887621504;32014.769887621504
DNK;2023;Solar photovoltaic;3529.0;3437.4574310555104;44933.12918423215;44933.12918423215
DNK;2024;Offshore wind energy;;2908.9936004115475;819421.6601524331;823518.7684531952
DNK;2024;Onshore wind energy;;5125.786494838178;32014.769887621504;32174.84373705961
DNK;2024;Solar photovoltaic;;4375.896226116481;44933.12918423215;45157.79483015331
DNK;2025;Offshore wind energy;;3222.1183497775246;819421.6601524331;827615.8767539575
DNK;2025;Onshore wind energy;;5301.501906154124;32014.769887621504;32334.91758649772
DNK;2025;Solar photovoltaic;;5542.619168890706;44933.12918423215;45382.46047607447
DNK;2026;Offshore wind energy;;3568.826111810982;819421.6601524331;831712.9850547196
DNK;2026;Onshore wind energy;;5482.257241953269;32014.769887621504;32494.991435935826
DNK;2026;Solar photovoltaic;;6976.954468299322;44933.12918423215;45607.126121995636
DNK;2027;Offshore wind energy;;3952.691096994207;819421.6601524331;835810.0933554817
DNK;2027;Onshore wind energy;;5668.1293977391815;32014.769887621504;32655.065285373934
DNK;2027;Solar photovoltaic;;8716.130018105934;44933.12918423215;45831.791767916795
DNK;2028;Offshore wind energy;;4377.6616632302885;819421.6601524331;839907.2016562439
DNK;2028;Onshore wind energy;;5859.191701051535;32014.769887621504;32815.13913481204
DNK;2028;Solar photovoltaic;;10790.00901932015;44933.12918423215;46056.457413837954
DNK;2029;Offshore wind energy;;4848.098064438789;819421.6601524331;844004.3099570061
DNK;2029;Onshore wind energy;;6055.513537338019;32014.769887621504;32975.212984250145
DNK;2029;Solar photovoltaic;;13214.321909143464;44933.12918423215;46281.12305975911
DNK;2030;Offshore wind energy;;5368.813684732917;819421.6601524331;848101.4182577683
DNK;2030;Onshore wind energy;;6257.159965417567;32014.769887621504;33135.28683368825
DNK;2030;Solar photovoltaic;;15983.28356250164;44933.12918423215;46505.78870568028
DNK;2031;Offshore wind energy;;5945.120004926244;819421.6601524331;852198.5265585304
DNK;2031;Onshore wind energy;;6464.191323708569;32014.769887621504;33295.36068312636
DNK;2031;Solar photovoltaic;;19063.30999213917;44933.12918423215;46730.45435160144
DNK;2032;Offshore wind energy;;6582.87554696322;819421.6601524331;856295.6348592925
DNK;2032;Onshore wind energy;;6676.662828563447;32014.769887621504;33455.43453256447
DNK;2032;Solar photovoltaic;;22390.128409744873;44933.12918423215;46955.1199975226
DNK;2033;Offshore wind energy;;7288.539034849855;819421.6601524331;860392.7431600548
DNK;2033;Onshore wind energy;;6894.624166219847;32014.769887621504;33615.508382002576
DNK;2033;Solar photovoltaic;;25871.37115579093;44933.12918423215;47179.785643443756
DNK;2034;Offshore wind energy;;8069.22699606168;819421.6601524331;864489.8514608169
DNK;2034;Onshore wind energy;;7118.119080053145;32014.769887621504;33775.58223144068
DNK;2034;Solar photovoltaic;;29395.415831138544;44933.12918423215;47404.45128936492
DNK;2035;Offshore wind energy;;8932.77600311201;819421.6601524331;868586.959761579
DNK;2035;Onshore wind energy;;7347.184954987999;32014.769887621504;33935.65608087879
DNK;2035;Solar photovoltaic;;32845.07591075028;44933.12918423215;47629.11693528608
DNK;2036;Offshore wind energy;;9887.80971846604;819421.6601524331;872684.0680623413
DNK;2036;Onshore wind energy;;7581.852401102002;32014.769887621504;34095.7299303169
DNK;2036;Solar photovoltaic;;36112.7714741994;44933.12918423215;47853.78258120724
DNK;2037;Offshore wind energy;;10943.810854254245;819421.6601524331;876781.1763631034
DNK;2037;Onshore wind energy;;7822.1448386238135;32014.769887621504;34255.803779755006
DNK;2037;Solar photovoltaic;;39113.16599500219;44933.12918423215;48078.4482271284
DNK;2038;Offshore wind energy;;12111.19808772087;819421.6601524331;880878.2846638656
DNK;2038;Onshore wind energy;;8068.078086693763;32014.769887621504;34415.87762919311
DNK;2038;Solar photovoltaic;;41790.34608064626;44933.12918423215;48303.113873049566
DNK;2039;Offshore wind energy;;13401.407879872919;819421.6601524331;884975.3929646277
DNK;2039;Onshore wind energy;;8319.659958414275;32014.769887621504;34575.95147863122
DNK;2039;Solar photovoltaic;;44118.77018576605;44933.12918423215;48527.779518970725
DNK;2040;Offshore wind energy;;14826.981023515844;819421.6601524331;889072.5012653898
DNK;2040;Onshore wind energy;;8576.88986486338;32014.769887621504;34736.02532806933
DNK;2040;Solar photovoltaic;;46099.21965981832;44933.12918423215;48752.445164891884
DNK;2041;Offshore wind energy;;16401.653592270864;819421.6601524331;893169.6095661521
DNK;2041;Onshore wind energy;;8839.758430880729;32014.769887621504;34896.099177507436
DNK;2041;Solar photovoltaic;;47752.00343245062;44933.12918423215;48977.11081081304
DNK;2042;Offshore wind energy;;18140.45176800011;819421.6601524331;897266.7178669142
DNK;2042;Onshore wind energy;;9108.247125552716;32014.769887621504;35056.173026945544
DNK;2042;Solar photovoltaic;;49109.607091348254;44933.12918423215;49201.77645673421
DNK;2043;Offshore wind energy;;20059.7897834451;819421.6601524331;901363.8261676764
DNK;2043;Onshore wind energy;;9382.327910425252;32014.769887621504;35216.24687638365
DNK;2043;Solar photovoltaic;;49426.44210265537;44933.12918423215;49426.44210265537
DNK;2044;Offshore wind energy;;22177.56992228785;819421.6601524331;905460.9344684386
DNK;2044;Onshore wind energy;;9661.962908548856;32014.769887621504;35376.32072582176
DNK;2044;Solar photovoltaic;;49651.10774857653;44933.12918423215;49651.10774857653
DNK;2045;Offshore wind energy;;24513.28316244282;819421.6601524331;909558.0427692008
DNK;2045;Onshore wind energy;;9947.104097515756;32014.769887621504;35536.39457525987
DNK;2045;Solar photovoltaic;;49875.773394497686;44933.12918423215;49875.773394497686
DNK;2046;Offshore wind energy;;27088.108622182153;819421.6601524331;913655.1510699629
DNK;2046;Onshore wind energy;;10237.693029672877;32014.769887621504;35696.468424697974
DNK;2046;Solar photovoltaic;;50100.43904041885;44933.12918423215;50100.43904041885
DNK;2047;Offshore wind energy;;29925.00946516116;819421.6601524331;917752.259370725
DNK;2047;Onshore wind energy;;10533.660582692646;32014.769887621504;35856.54227413608
DNK;2047;Solar photovoltaic;;50325.10468634001;44933.12918423215;50325.10468634001
DNK;2048;Offshore wind energy;;33048.82233295956;819421.6601524331;921849.3676714873
DNK;2048;Onshore wind energy;;10834.926743644446;32014.769887621504;36016.61612357419
DNK;2048;Solar photovoltaic;;50549.77033226117;44933.12918423215;50549.77033226117
DNK;2049;Offshore wind energy;;36486.33669790323;819421.6601524331;925946.4759722494
DNK;2049;Onshore wind energy;;11141.400429639121;32014.769887621504;36176.6899730123
DNK;2049;Solar photovoltaic;;50774.43597818233;44933.12918423215;50774.43597818233
DNK;2050;Offshore wind energy;;40266.359763343324;819421.6601524331;930043.5842730115
DNK;2050;Onshore wind energy;;11452.979348011366;32014.769887621504;36336.763822450404
DNK;2050;Solar photovoltaic;;50999.101624103496;44933.12918423215;50999.101624103496
DNK;2051;Offshore wind energy;;44419.76168673234;819421.6601524331;934140.6925737737
DNK;2051;Onshore wind energy;;11769.549898855941;32014.769887621504;36496.83767188851
DNK;2051;Solar photovoltaic;;51223.767270024655;44933.12918423215;51223.767270024655
DNK;2052;Offshore wind energy;;48979.49497326516;819421.6601524331;938237.8008745359
DNK;2052;Onshore wind energy;;12090.987122553668;32014.769887621504;36656.91152132662
DNK;2052;Solar photovoltaic;;51448.432915945814;44933.12918423215;51448.432915945814
DNK;2053;Offshore wind energy;;53980.5809040608;819421.6601524331;942334.9091752981
DNK;2053;Onshore wind energy;;12417.154694694531;32014.769887621504;36816.98537076473
DNK;2053;Solar photovoltaic;;51673.09856186697;44933.12918423215;51673.09856186697
DNK;2054;Offshore wind energy;;59460.05485491387;819421.6601524331;946432.0174760602
DNK;2054;Onshore wind energy;;12747.90497054543;32014.769887621504;36977.059220202835
DNK;2054;Solar photovoltaic;;51897.76420778813;44933.12918423215;51897.76420778813
DNK;2055;Offshore wind energy;;65456.86137663345;819421.6601524331;950529.1257768224
DNK;2055;Onshore wind energy;;13083.079080908668;32014.769887621504;37137.13306964094
DNK;2055;Solar photovoltaic;;52122.4298537093;44933.12918423215;52122.4298537093
DNK;2056;Offshore wind energy;;72011.68901181269;819421.6601524331;954626.2340775846
DNK;2056;Onshore wind energy;;13422.507080880727;32014.769887621504;37297.20691907905
DNK;2056;Solar photovoltaic;;52347.09549963046;44933.12918423215;52347.09549963046
