Regions;Year;Technology;Electricity Installed Capacity (MW);log_expol;area_potential;tech_potential
IRL;2031;Offshore wind energy;;1642.124384237301;251493.90686787924;261553.66314259442
IRL;2031;Onshore wind energy;;12340.14742648311;67326.91666541438;70019.99333203095
IRL;2031;Solar photovoltaic;;84326.15284737202;300876.4332260777;312911.4905551208
IRL;2032;Offshore wind energy;;2075.3978347901957;251493.90686787924;262811.1326769338
IRL;2032;Onshore wind energy;;13590.356789160953;67326.91666541438;70356.62791535803
IRL;2032;Solar photovoltaic;;131628.04682960574;300876.4332260777;314415.8727212512
IRL;2033;Offshore wind energy;;2621.9987660905754;251493.90686787924;264068.6022112732
IRL;2033;Onshore wind energy;;14939.817582915774;67326.91666541438;70693.2624986851
IRL;2033;Solar photovoltaic;;187639.9679441811;300876.4332260777;315920.25488738157
IRL;2034;Offshore wind energy;;3310.9800580364554;251493.90686787924;265326.0717456126
IRL;2034;Onshore wind energy;;16390.873283400753;67326.91666541438;71029.89708201218
IRL;2034;Solar photovoltaic;;242569.69628659496;300876.4332260777;317424.637053512
IRL;2035;Offshore wind energy;;4178.494309864067;251493.90686787924;266583.541279952
IRL;2035;Onshore wind energy;;17944.79786768686;67326.91666541438;71366.53166533924
IRL;2035;Solar photovoltaic;;287331.0895510543;300876.4332260777;318929.0192196424
IRL;2036;Offshore wind energy;;5269.323566253012;251493.90686787924;267841.01081429137
IRL;2036;Onshore wind energy;;19601.60541908143;67326.91666541438;71703.16624866631
IRL;2036;Solar photovoltaic;;318619.0828686526;300876.4332260777;320433.40138577274
IRL;2037;Offshore wind energy;;6638.616630499918;251493.90686787924;269098.4803486308
IRL;2037;Onshore wind energy;;21359.87198545244;67326.91666541438;72039.80083199339
IRL;2037;Solar photovoltaic;;321937.78355190315;300876.4332260777;321937.78355190315
IRL;2038;Offshore wind energy;;8353.784662689433;251493.90686787924;270355.9498829702
IRL;2038;Onshore wind energy;;23216.581329607234;67326.91666541438;72376.43541532046
IRL;2038;Solar photovoltaic;;323442.1657180335;300876.4332260777;323442.1657180335
IRL;2039;Offshore wind energy;;10496.444036500508;251493.90686787924;271613.4194173096
IRL;2039;Onshore wind energy;;25167.007102774263;67326.91666541438;72713.06999864752
IRL;2039;Solar photovoltaic;;324946.5478841639;300876.4332260777;324946.5478841639
IRL;2040;Offshore wind energy;;13164.200677717236;251493.90686787924;272870.88895164896
IRL;2040;Onshore wind energy;;27204.643930406924;67326.91666541438;73049.7045819746
IRL;2040;Solar photovoltaic;;326450.9300502943;300876.4332260777;326450.9300502943
IRL;2041;Offshore wind energy;;16471.933778693594;251493.90686787924;274128.35848598834
IRL;2041;Onshore wind energy;;29321.198686860822;67326.91666541438;73386.33916530167
IRL;2041;Solar photovoltaic;;327955.3122164247;300876.4332260777;327955.3122164247
IRL;2042;Offshore wind energy;;20552.055105167106;251493.90686787924;275385.8280203278
IRL;2042;Onshore wind energy;;31506.650719085574;67326.91666541438;73722.97374862875
IRL;2042;Solar photovoltaic;;329459.6943825551;300876.4332260777;329459.6943825551
IRL;2043;Offshore wind energy;;25553.002465966278;251493.90686787924;276643.29755466717
IRL;2043;Onshore wind energy;;33749.385982893706;67326.91666541438;74059.60833195581
IRL;2043;Solar photovoltaic;;330964.0765486855;300876.4332260777;330964.0765486855
IRL;2044;Offshore wind energy;;31635.008377196857;251493.90686787924;277900.76708900655
IRL;2044;Onshore wind energy;;36036.40519420968;67326.91666541438;74396.24291528288
IRL;2044;Solar photovoltaic;;332468.45871481585;300876.4332260777;332468.45871481585
IRL;2045;Offshore wind energy;;38962.04788679294;251493.90686787924;279158.23662334593
IRL;2045;Onshore wind energy;;38353.60058488335;67326.91666541438;74732.87749860996
IRL;2045;Solar photovoltaic;;333972.84088094626;300876.4332260777;333972.84088094626
IRL;2046;Offshore wind energy;;47688.95225990712;251493.90686787924;280415.7061576854
IRL;2046;Onshore wind energy;;40686.09026336342;67326.91666541438;75069.51208193703
IRL;2046;Solar photovoltaic;;335477.2230470766;300876.4332260777;335477.2230470766
IRL;2047;Offshore wind energy;;57943.17040271472;251493.90686787924;281673.17569202476
IRL;2047;Onshore wind energy;;43018.59417721021;67326.91666541438;75406.1466652641
IRL;2047;Solar photovoltaic;;336981.605213207;300876.4332260777;336981.605213207
IRL;2048;Offshore wind energy;;69801.75874006128;251493.90686787924;282930.64522636414
IRL;2048;Onshore wind energy;;45335.831901570185;67326.91666541438;75742.78124859117
IRL;2048;Solar photovoltaic;;338485.9873793374;300876.4332260777;338485.9873793374
IRL;2049;Offshore wind energy;;83265.9412936006;251493.90686787924;284188.1147607035
IRL;2049;Onshore wind energy;;47622.920448198965;67326.91666541438;76079.41583191825
IRL;2049;Solar photovoltaic;;339990.3695454678;300876.4332260777;339990.3695454678
IRL;2050;Offshore wind energy;;98237.73454696698;251493.90686787924;285445.5842950429
IRL;2050;Onshore wind energy;;49865.7502876971;67326.91666541438;76416.05041524532
IRL;2050;Solar photovoltaic;;341494.7517115982;300876.4332260777;341494.7517115982
IRL;2051;Offshore wind energy;;114504.9205104666;251493.90686787924;286703.05382938235
IRL;2051;Onshore wind energy;;52051.31980356582;67326.91666541438;76752.6849985724
IRL;2051;Solar photovoltaic;;342999.1338777286;300876.4332260777;342999.1338777286
IRL;2052;Offshore wind energy;;131740.9277064047;251493.90686787924;287960.52336372173
IRL;2052;Onshore wind energy;;54168.01216674859;67326.91666541438;77089.31958189946
IRL;2052;Solar photovoltaic;;344503.51604385895;300876.4332260777;344503.51604385895
IRL;2053;Offshore wind energy;;149523.92964967765;251493.90686787924;289217.9928980611
IRL;2053;Onshore wind energy;;56205.80362091318;67326.91666541438;77425.95416522653
IRL;2053;Solar photovoltaic;;346007.89820998936;300876.4332260777;346007.89820998936
IRL;2054;Offshore wind energy;;167374.6569298874;251493.90686787924;290475.4624324005
IRL;2054;Onshore wind energy;;58156.397757564344;67326.91666541438;77762.58874855361
IRL;2054;Solar photovoltaic;;347512.2803761198;300876.4332260777;347512.2803761198
IRL;2055;Offshore wind energy;;184806.54449128115;251493.90686787924;291732.93196673994
IRL;2055;Onshore wind energy;;60013.285873616216;67326.91666541438;78099.22333188068
IRL;2055;Solar photovoltaic;;349016.6625422501;300876.4332260777;349016.6625422501
IRL;2056;Offshore wind energy;;201377.49860406888;251493.90686787924;292990.4015010793
IRL;2056;Onshore wind energy;;61771.73836684789;67326.91666541438;78435.85791520774
IRL;2056;Solar photovoltaic;;350521.04470838053;300876.4332260777;350521.04470838053
IRL;2057;Offshore wind energy;;216731.97507734364;251493.90686787924;294247.8710354187
IRL;2057;Onshore wind energy;;63428.73592349623;67326.91666541438;78772.49249853482
IRL;2057;Solar photovoltaic;;352025.42687451094;300876.4332260777;352025.42687451094
IRL;2058;Offshore wind energy;;230625.52752226297;251493.90686787924;295505.3405697581
IRL;2058;Onshore wind energy;;64982.85177109526;67326.91666541438;79109.1270818619
IRL;2058;Solar photovoltaic;;353529.8090406413;300876.4332260777;353529.8090406413
IRL;2059;Offshore wind energy;;242929.71122356574;251493.90686787924;296762.8101040975
IRL;2059;Onshore wind energy;;66434.09748467148;67326.91666541438;79445.76166518897
IRL;2059;Solar photovoltaic;;355034.1912067717;300876.4332260777;355034.1912067717
IRL;2060;Offshore wind energy;;253620.54861249897;251493.90686787924;298020.2796384369
IRL;2060;Onshore wind energy;;67783.74487822218;67326.91666541438;79782.39624851604
IRL;2060;Solar photovoltaic;;356538.57337290206;300876.4332260777;356538.57337290206
ISL;2013;Onshore wind energy;2.0;;61747.3235938558;58659.95741416301
ISL;2014;Onshore wind energy;3.0;;61747.3235938558;58968.69403213229
ISL;2015;Onshore wind energy;3.0;;61747.3235938558;59277.43065010157
ISL;2016;Onshore wind energy;3.0;;61747.3235938558;59586.16726807084
ISL;2017;Onshore wind energy;2.43;;61747.3235938558;59894.90388604013
ISL;2018;Onshore wind energy;100.0;;61747.3235938558;60203.6405040094
ISL;2019;Onshore wind energy;110.0;;61747.3235938558;60512.37712197869
ISL;2020;Onshore wind energy;130.0;;61747.3235938558;60821.11373994796
ISL;2021;Onshore wind energy;160.0;;61747.3235938558;61129.85035791724
ISL;2022;Onshore wind energy;200.0;;61747.3235938558;61438.58697588652
ISL;2023;Onshore wind energy;250.0;265.4706011033313;61747.3235938558;61747.3235938558
ISL;2024;Onshore wind energy;;356.9257445265372;61747.3235938558;62056.060211825075
ISL;2025;Onshore wind energy;;479.6841408037458;61747.3235938558;62364.79682979436
ISL;2026;Onshore wind energy;;644.2969118735082;61747.3235938558;62673.533447763635
ISL;2027;Onshore wind energy;;864.7409345775042;61747.3235938558;62982.27006573291
ISL;2028;Onshore wind energy;;1159.4272104116048;61747.3235938558;63291.006683702195
ISL;2029;Onshore wind energy;;1552.4232512824476;61747.3235938558;63599.74330167147
ISL;2030;Onshore wind energy;;2074.866287958243;61747.3235938558;63908.479919640755
ISL;2031;Onshore wind energy;;2766.4733969105864;61747.3235938558;64217.21653761003
ISL;2032;Onshore wind energy;;3676.9288585287645;61747.3235938558;64525.95315557931
ISL;2033;Onshore wind energy;;4866.7271817244455;61747.3235938558;64834.68977354859
ISL;2034;Onshore wind energy;;6406.763496450246;61747.3235938558;65143.42639151787
ISL;2035;Onshore wind energy;;8375.625957754626;61747.3235938558;65452.16300948715
ISL;2036;Onshore wind energy;;10853.28866737488;61747.3235938558;65760.89962745643
ISL;2037;Onshore wind energy;;13910.01585106563;61747.3235938558;66069.6362454257
ISL;2038;Onshore wind energy;;17590.207458113156;61747.3235938558;66378.37286339498
ISL;2039;Onshore wind energy;;21893.022437203235;61747.3235938558;66687.10948136426
ISL;2040;Onshore wind energy;;26754.697097385157;61747.3235938558;66995.84609933355
ISL;2041;Onshore wind energy;;32040.101146713765;61747.3235938558;67304.58271730282
ISL;2042;Onshore wind energy;;37550.72287803008;61747.3235938558;67613.3193352721
ISL;2043;Onshore wind energy;;43051.13850358942;61747.3235938558;67922.05595324138
ISL;2044;Onshore wind energy;;48307.645134519036;61747.3235938558;68230.79257121065
ISL;2045;Onshore wind energy;;53126.30571969716;61747.3235938558;68539.52918917994
ISL;2046;Onshore wind energy;;57377.97875501878;61747.3235938558;68848.26580714922
ISL;2047;Onshore wind energy;;61004.731120306664;61747.3235938558;69157.0024251185
ISL;2048;Onshore wind energy;;64010.29984714006;61747.3235938558;69465.73904308777
ISL;2049;Onshore wind energy;;66441.9997948936;61747.3235938558;69774.47566105705
ISL;2050;Onshore wind energy;;68371.47506883691;61747.3235938558;70083.21227902634
ISL;2051;Onshore wind energy;;69878.93913707633;61747.3235938558;70391.94889699561
ISL;2052;Onshore wind energy;;70700.68551496489;61747.3235938558;70700.68551496489
ISL;2053;Onshore wind energy;;71009.42213293417;61747.3235938558;71009.42213293417
ISL;2054;Onshore wind energy;;71318.15875090344;61747.3235938558;71318.15875090344
ISL;2055;Onshore wind energy;;71626.89536887273;61747.3235938558;71626.89536887273
ISL;2056;Onshore wind energy;;71935.63198684201;61747.3235938558;71935.63198684201
ISL;2057;Onshore wind energy;;72244.36860481129;61747.3235938558;72244.36860481129
ISL;2058;Onshore wind energy;;72553.10522278056;61747.3235938558;72553.10522278056
ISL;2059;Onshore wind energy;;72861.84184074984;61747.3235938558;72861.84184074984
ISL;2060;Onshore wind energy;;73170.57845871912;61747.3235938558;73170.57845871912
ITA;2000;Onshore wind energy;363.0;;185076.32838732735;163792.5506227847
ITA;2000;Solar photovoltaic;19.0;;350294.8149641256;310010.9112432511
ITA;2001;Onshore wind energy;664.0;;185076.32838732735;164717.93226472134
ITA;2001;Solar photovoltaic;20.0;;350294.8149641256;311762.38531807176
ITA;2002;Onshore wind energy;780.0;;185076.32838732735;165643.31390665798
ITA;2002;Solar photovoltaic;22.0;;350294.8149641256;313513.8593928924
ITA;2003;Onshore wind energy;874.0;;185076.32838732735;166568.6955485946
ITA;2003;Solar photovoltaic;26.0;;350294.8149641256;315265.33346771303
ITA;2004;Onshore wind energy;1127.0;;185076.32838732735;167494.07719053124
ITA;2004;Solar photovoltaic;31.0;;350294.8149641256;317016.8075425336
ITA;2005;Onshore wind energy;1635.0;;185076.32838732735;168419.45883246788
ITA;2005;Solar photovoltaic;34.0;;350294.8149641256;318768.28161735425
ITA;2006;Onshore wind energy;1902.0;;185076.32838732735;169344.8404744045
ITA;2006;Solar photovoltaic;45.0;;350294.8149641256;320519.7556921749
ITA;2007;Onshore wind energy;2702.0;;185076.32838732735;170270.22211634117
ITA;2007;Solar photovoltaic;110.0;;350294.8149641256;322271.22976699553
ITA;2008;Onshore wind energy;3525.0;;185076.32838732735;171195.6037582778
ITA;2008;Solar photovoltaic;483.0;;350294.8149641256;324022.70384181617
ITA;2009;Onshore wind energy;4879.0;;185076.32838732735;172120.98540021444
ITA;2009;Solar photovoltaic;1264.0;;350294.8149641256;325774.1779166368
ITA;2010;Onshore wind energy;5794.0;;185076.32838732735;173046.36704215108
ITA;2010;Solar photovoltaic;3592.0;;350294.8149641256;327525.6519914574
ITA;2011;Onshore wind energy;6918.0;;185076.32838732735;173971.7486840877
ITA;2011;Solar photovoltaic;13131.0;;350294.8149641256;329277.126066278
ITA;2012;Onshore wind energy;8102.0;;185076.32838732735;174897.13032602434
ITA;2012;Solar photovoltaic;16785.0;;350294.8149641256;331028.60014109866
ITA;2013;Onshore wind energy;8542.0;;185076.32838732735;175822.51196796098
ITA;2013;Solar photovoltaic;18185.0;;350294.8149641256;332780.0742159193
ITA;2014;Onshore wind energy;8683.0;;185076.32838732735;176747.8936098976
ITA;2014;Solar photovoltaic;18594.0;;350294.8149641256;334531.54829073994
ITA;2015;Onshore wind energy;9137.0;;185076.32838732735;177673.27525183425
ITA;2015;Solar photovoltaic;18901.0;;350294.8149641256;336283.0223655605
ITA;2016;Onshore wind energy;9384.0;;185076.32838732735;178598.65689377088
ITA;2016;Solar photovoltaic;19283.0;;350294.8149641256;338034.49644038116
ITA;2017;Onshore wind energy;9736.578;;185076.32838732735;179524.0385357075
ITA;2017;Solar photovoltaic;19682.293;;350294.8149641256;339785.9705152018
ITA;2018;Onshore wind energy;10230.246;;185076.32838732735;180449.42017764418
ITA;2018;Solar photovoltaic;20107.589;;350294.8149641256;341537.44459002244
ITA;2019;Onshore wind energy;10679.46;;185076.32838732735;181374.8018195808
ITA;2019;Solar photovoltaic;20865.275;;350294.8149641256;343288.9186648431
ITA;2020;Onshore wind energy;10870.622;;185076.32838732735;182300.18346151744
ITA;2020;Solar photovoltaic;21650.04;;350294.8149641256;345040.3927396637
ITA;2021;Onshore wind energy;11253.733;;185076.32838732735;183225.56510345408
ITA;2021;Solar photovoltaic;22594.257;;350294.8149641256;346791.8668144843
ITA;2022;Onshore wind energy;11820.508;;185076.32838732735;184150.9467453907
ITA;2022;Solar photovoltaic;24555.248;;350294.8149641256;348543.34088930493
ITA;2023;Onshore wind energy;12307.508;14151.34714373533;185076.32838732735;185076.32838732735
ITA;2023;Solar photovoltaic;29789.248;31423.77975914516;350294.8149641256;350294.8149641256
ITA;2024;Onshore wind energy;;15341.874763197358;185076.32838732735;186001.71002926398
ITA;2024;Solar photovoltaic;;34944.99933636218;350294.8149641256;352046.2890389462
ITA;2025;Onshore wind energy;;16624.61327003101;185076.32838732735;186927.09167120061
ITA;2025;Solar photovoltaic;;38821.71270400641;350294.8149641256;353797.76311376685
ITA;2026;Onshore wind energy;;18005.33374445782;185076.32838732735;187852.47331313725
ITA;2026;Solar photovoltaic;;43080.802045788114;350294.8149641256;355549.23718858743
ITA;2027;Onshore wind energy;;19489.933783149703;185076.32838732735;188777.85495507388
ITA;2027;Solar photovoltaic;;47749.135705829714;350294.8149641256;357300.71126340807
ITA;2028;Onshore wind energy;;21084.39645259627;185076.32838732735;189703.23659701052
ITA;2028;Solar photovoltaic;;52853.03835713974;350294.8149641256;359052.1853382287
ITA;2029;Onshore wind energy;;22794.740731535672;185076.32838732735;190628.61823894718
ITA;2029;Solar photovoltaic;;58417.65573034972;350294.8149641256;360803.65941304935
ITA;2030;Onshore wind energy;;24626.962802063346;185076.32838732735;191553.9998808838
ITA;2030;Solar photovoltaic;;64466.21339070924;350294.8149641256;362555.13348787
ITA;2031;Onshore wind energy;;26586.967675475815;185076.32838732735;192479.38152282045
ITA;2031;Solar photovoltaic;;71019.17523959395;350294.8149641256;364306.6075626906
ITA;2032;Onshore wind energy;;28680.490819339717;185076.32838732735;193404.76316475708
ITA;2032;Solar photovoltaic;;78093.31528699308;350294.8149641256;366058.0816375112
ITA;2033;Onshore wind energy;;30913.00969343849;185076.32838732735;194330.14480669372
ITA;2033;Solar photovoltaic;;85700.72563529827;350294.8149641256;367809.55571233184
ITA;2034;Onshore wind energy;;33289.64540932991;185076.32838732735;195255.52644863035
ITA;2034;Solar photovoltaic;;93847.79411360549;350294.8149641256;369561.0297871525
ITA;2035;Onshore wind energy;;35815.05510369336;185076.32838732735;196180.90809056698
ITA;2035;Solar photovoltaic;;102534.19587358218;350294.8149641256;371312.5038619731
ITA;2036;Onshore wind energy;;38493.31605823228;185076.32838732735;197106.28973250362
ITA;2036;Solar photovoltaic;;111751.95343917802;350294.8149641256;373063.97793679376
ITA;2037;Onshore wind energy;;41327.80310231953;185076.32838732735;198031.67137444025
ITA;2037;Solar photovoltaic;;121484.62783418458;350294.8149641256;374815.45201161434
ITA;2038;Onshore wind energy;;44321.061386509566;185076.32838732735;198957.05301637689
ITA;2038;Solar photovoltaic;;131706.70795171446;350294.8149641256;376566.926086435
ITA;2039;Onshore wind energy;;47474.67719606985;185076.32838732735;199882.43465831352
ITA;2039;Solar photovoltaic;;142383.2647464522;350294.8149641256;378318.4001612556
ITA;2040;Onshore wind energy;;50789.15005668185;185076.32838732735;200807.81630025018
ITA;2040;Solar photovoltaic;;153469.9298699556;350294.8149641256;380069.87423607626
ITA;2041;Onshore wind energy;;54263.76993485135;185076.32838732735;201733.19794218682
ITA;2041;Solar photovoltaic;;164913.24436077164;350294.8149641256;381821.3483108969
ITA;2042;Onshore wind energy;;57896.5038118889;185076.32838732735;202658.57958412345
ITA;2042;Solar photovoltaic;;176651.40214008768;350294.8149641256;383572.82238571753
ITA;2043;Onshore wind energy;;61683.8962664019;185076.32838732735;203583.96122606008
ITA;2043;Solar photovoltaic;;188615.3865979186;350294.8149641256;385324.2964605381
ITA;2044;Onshore wind energy;;65620.98888782822;185076.32838732735;204509.34286799672
ITA;2044;Solar photovoltaic;;200730.46879637474;350294.8149641256;387075.77053535875
ITA;2045;Onshore wind energy;;69701.2633167057;185076.32838732735;205434.72450993335
ITA;2045;Solar photovoltaic;;212918.00593484705;350294.8149641256;388827.2446101794
ITA;2046;Onshore wind energy;;73916.61242702858;185076.32838732735;206360.10615187
ITA;2046;Solar photovoltaic;;225097.45231615534;350294.8149641256;390578.718685
ITA;2047;Onshore wind energy;;78257.34360570222;185076.32838732735;207285.48779380662
ITA;2047;Solar photovoltaic;;237188.47557131565;350294.8149641256;392330.1927598206
ITA;2048;Onshore wind energy;;82712.21723473014;185076.32838732735;208210.86943574325
ITA;2048;Solar photovoltaic;;249113.0610215487;350294.8149641256;394081.66683464125
ITA;2049;Onshore wind energy;;87268.52235658516;185076.32838732735;209136.25107767992
ITA;2049;Solar photovoltaic;;260797.48817694592;350294.8149641256;395833.1409094619
ITA;2050;Onshore wind energy;;91912.19014008157;185076.32838732735;210061.63271961655
ITA;2050;Solar photovoltaic;;272174.07533189456;350294.8149641256;397584.6149842825
ITA;2051;Onshore wind energy;;96627.94422595303;185076.32838732735;210987.01436155319
ITA;2051;Solar photovoltaic;;283182.6093330245;350294.8149641256;399336.08905910316
ITA;2052;Onshore wind energy;;101399.48540399098;185076.32838732735;211912.39600348982
ITA;2052;Solar photovoltaic;;293771.4049875303;350294.8149641256;401087.5631339238
ITA;2053;Onshore wind energy;;106209.70645926578;185076.32838732735;212837.77764542645
ITA;2053;Solar photovoltaic;;303897.96871874394;350294.8149641256;402839.0372087444
ITA;2054;Onshore wind energy;;111040.93153499442;185076.32838732735;213763.1592873631
ITA;2054;Solar photovoltaic;;313529.2704061312;350294.8149641256;404590.511283565
ITA;2055;Onshore wind energy;;115875.1731032508;185076.32838732735;214688.54092929972
ITA;2055;Solar photovoltaic;;322641.65284279647;350294.8149641256;406341.98535838566
ITA;2056;Onshore wind energy;;120694.39870864454;185076.32838732735;215613.92257123635
ITA;2056;Solar photovoltaic;;331220.42779701925;350294.8149641256;408093.4594332063
ITA;2057;Onshore wind energy;;125480.79912784728;185076.32838732735;216539.304213173
ITA;2057;Solar photovoltaic;;339259.22024583066;350294.8149641256;409844.93350802694
ITA;2058;Onshore wind energy;;130217.04951172136;185076.32838732735;217464.68585510962
ITA;2058;Solar photovoltaic;;346759.12795521633;350294.8149641256;411596.4075828475
ITA;2059;Onshore wind energy;;134886.55545294352;185076.32838732735;218390.06749704626
ITA;2059;Solar photovoltaic;;353727.7630251126;350294.8149641256;413347.88165766816
ITA;2060;Onshore wind energy;;139473.6767200175;185076.32838732735;219315.44913898292
ITA;2060;Solar photovoltaic;;360178.2366316854;350294.8149641256;415099.3557324888
LBY;2003;Solar photovoltaic;0.2;;1262526.3467116705;1136273.7120405035
LBY;2004;Solar photovoltaic;0.7;;1262526.3467116705;1142586.3437740619
LBY;2005;Solar photovoltaic;1.2;;1262526.3467116705;1148898.9755076203
LBY;2006;Solar photovoltaic;1.7;;1262526.3467116705;1155211.6072411786
LBY;2007;Solar photovoltaic;2.2;;1262526.3467116705;1161524.2389747368
LBY;2008;Solar photovoltaic;2.7;;1262526.3467116705;1167836.8707082951
LBY;2009;Solar photovoltaic;3.2;;1262526.3467116705;1174149.5024418535
LBY;2010;Solar photovoltaic;3.7;;1262526.3467116705;1180462.134175412
LBY;2011;Solar photovoltaic;4.2;;1262526.3467116705;1186774.7659089703
LBY;2012;Solar photovoltaic;4.9;;1262526.3467116705;1193087.3976425286
LBY;2013;Solar photovoltaic;4.9;;1262526.3467116705;1199400.029376087
LBY;2014;Solar photovoltaic;4.9;;1262526.3467116705;1205712.6611096454
LBY;2015;Solar photovoltaic;4.9;;1262526.3467116705;1212025.2928432038
LBY;2016;Solar photovoltaic;4.9;;1262526.3467116705;1218337.9245767621
LBY;2017;Solar photovoltaic;5.11;;1262526.3467116705;1224650.5563103205
LBY;2018;Solar photovoltaic;100.0;;1262526.3467116705;1230963.1880438786
LBY;2019;Solar photovoltaic;110.0;;1262526.3467116705;1237275.819777437
LBY;2020;Solar photovoltaic;130.0;;1262526.3467116705;1243588.4515109954
LBY;2021;Solar photovoltaic;160.0;;1262526.3467116705;1249901.0832445538
LBY;2022;Solar photovoltaic;200.0;;1262526.3467116705;1256213.7149781121
LBY;2023;Solar photovoltaic;250.0;265.461390136346;1262526.3467116705;1262526.3467116705
LBY;2024;Solar photovoltaic;;356.7585374463077;1262526.3467116705;1268838.978445229
LBY;2025;Solar photovoltaic;;479.4446179966323;1262526.3467116705;1275151.6101787873
LBY;2026;Solar photovoltaic;;644.3035299713646;1262526.3467116705;1281464.2419123456
LBY;2027;Solar photovoltaic;;865.8176517845714;1262526.3467116705;1287776.873645904
LBY;2028;Solar photovoltaic;;1163.4311237459904;1262526.3467116705;1294089.5053794624
LBY;2029;Solar photovoltaic;;1563.2404690385556;1262526.3467116705;1300402.1371130205
LBY;2030;Solar photovoltaic;;2100.25376164651;1262526.3467116705;1306714.768846579
LBY;2031;Solar photovoltaic;;2821.403495400069;1262526.3467116705;1313027.4005801373
LBY;2032;Solar photovoltaic;;3789.5537043306413;1262526.3467116705;1319340.0323136956
LBY;2033;Solar photovoltaic;;5088.809801756409;1262526.3467116705;1325652.664047254
LBY;2034;Solar photovoltaic;;6831.519300077253;1262526.3467116705;1331965.2957808124
LBY;2035;Solar photovoltaic;;9167.438276944084;1262526.3467116705;1338277.9275143708
LBY;2036;Solar photovoltaic;;12295.619369953438;1262526.3467116705;1344590.5592479291
LBY;2037;Solar photovoltaic;;16479.624457384696;1262526.3467116705;1350903.1909814875
LBY;2038;Solar photovoltaic;;22066.62492644886;1262526.3467116705;1357215.822715046
LBY;2039;Solar photovoltaic;;29510.726707955488;1262526.3467116705;1363528.4544486043
LBY;2040;Solar photovoltaic;;39400.280713099106;1262526.3467116705;1369841.0861821624
LBY;2041;Solar photovoltaic;;52487.753371626764;1262526.3467116705;1376153.7179157208
LBY;2042;Solar photovoltaic;;69718.57434758093;1262526.3467116705;1382466.3496492791
LBY;2043;Solar photovoltaic;;92251.83228065076;1262526.3467116705;1388778.9813828375
LBY;2044;Solar photovoltaic;;121460.48297590698;1262526.3467116705;1395091.613116396
LBY;2045;Solar photovoltaic;;158892.23660230654;1262526.3467116705;1401404.2448499543
LBY;2046;Solar photovoltaic;;206166.42918371805;1262526.3467116705;1407716.8765835126
LBY;2047;Solar photovoltaic;;264781.63641213067;1262526.3467116705;1414029.508317071
LBY;2048;Solar photovoltaic;;335821.4450557958;1262526.3467116705;1420342.1400506294
LBY;2049;Solar photovoltaic;;419580.1264503857;1262526.3467116705;1426654.7717841878
LBY;2050;Solar photovoltaic;;515186.50963035604;1262526.3467116705;1432967.4035177461
LBY;2051;Solar photovoltaic;;620363.0563818436;1262526.3467116705;1439280.0352513045
LBY;2052;Solar photovoltaic;;731473.241118048;1262526.3467116705;1445592.6669848626
LBY;2053;Solar photovoltaic;;843938.9051774058;1262526.3467116705;1451905.298718421
LBY;2054;Solar photovoltaic;;952956.213744983;1262526.3467116705;1458217.9304519794
LBY;2055;Solar photovoltaic;;1054287.7454522299;1262526.3467116705;1464530.5621855378
LBY;2056;Solar photovoltaic;;1144866.763871043;1262526.3467116705;1470843.1939190961
LBY;2057;Solar photovoltaic;;1223050.0042278343;1262526.3467116705;1477155.8256526545
LBY;2058;Solar photovoltaic;;1288521.3611812636;1262526.3467116705;1483468.457386213
LBY;2059;Solar photovoltaic;;1341971.8313378538;1262526.3467116705;1489781.0891197713
LBY;2060;Solar photovoltaic;;1384710.3887059232;1262526.3467116705;1496093.7208533296
MAR;2000;Onshore wind energy;54.0;;559664.6880851304;495303.2489553404
MAR;2000;Solar photovoltaic;6.7;;1465976.3733274995;1297389.090394837
MAR;2001;Onshore wind energy;54.0;;559664.6880851304;498101.57239576604
MAR;2001;Solar photovoltaic;7.0;;1465976.3733274995;1304718.9722614745
MAR;2002;Onshore wind energy;54.0;;559664.6880851304;500899.8958361917
MAR;2002;Solar photovoltaic;7.7;;1465976.3733274995;1312048.854128112
MAR;2003;Onshore wind energy;54.0;;559664.6880851304;503698.2192766174
MAR;2003;Solar photovoltaic;8.4;;1465976.3733274995;1319378.7359947495
MAR;2004;Onshore wind energy;54.0;;559664.6880851304;506496.542717043
MAR;2004;Solar photovoltaic;9.1;;1465976.3733274995;1326708.617861387
MAR;2005;Onshore wind energy;54.0;;559664.6880851304;509294.8661574687
MAR;2005;Solar photovoltaic;10.0;;1465976.3733274995;1334038.4997280245
MAR;2006;Onshore wind energy;54.0;;559664.6880851304;512093.1895978943
MAR;2006;Solar photovoltaic;10.8;;1465976.3733274995;1341368.381594662
MAR;2007;Onshore wind energy;114.0;;559664.6880851304;514891.51303832
MAR;2007;Solar photovoltaic;11.945;;1465976.3733274995;1348698.2634612995
MAR;2008;Onshore wind energy;114.0;;559664.6880851304;517689.8364787456
MAR;2008;Solar photovoltaic;12.845;;1465976.3733274995;1356028.145327937
MAR;2009;Onshore wind energy;221.0;;559664.6880851304;520488.1599191713
MAR;2009;Solar photovoltaic;13.445;;1465976.3733274995;1363358.0271945745
MAR;2010;Onshore wind energy;221.0;;559664.6880851304;523286.4833595969
MAR;2010;Solar photovoltaic;13.545;;1465976.3733274995;1370687.909061212
MAR;2011;Onshore wind energy;255.0;;559664.6880851304;526084.8068000226
MAR;2011;Solar photovoltaic;14.174;;1465976.3733274995;1378017.7909278495
